mod_folder,name,title,manufacturer,description,TechRequired,category,size_class,size_m,size_source,is_hidden,hidden_reason
Squad,evaRepairKit,EVA Repair Kit,Kerbal Motion LLC,"This repair kit has tape, tools, widgets and other knickknacks to allow intrepid kerbals to effect repairs on broken parts that may have suffered unplanned disassembly.\n\nNote: Repair kits are used up when effecting repairs, and more than one repair kit may be required for especially large parts.",spaceExploration,Cargo,,,,FALSE,
Squad,ConformalStorageUnit,SEQ-3C Conformal Storage Unit,Experimental Engineering Group,"A small storage container, built with conformal aerodynamics in mind to allow its use on both aircraft and spacecraft. Perfect for small cargo needs, or a secret snack supply.",spaceExploration,Cargo,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,crewCabin,PPD-10 Hitchhiker Storage Container,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The HSC was an invention of necessity - how do we store 4 Kerbals on-orbit without any real provisions for return? Who needed this remains a mystery, as do his motivations.",spaceExploration,Utility,Large,2.5,bulkheadProfiles,FALSE,
Squad,ladder1,Pegasus I Mobility Enhancer,Rokea Inc,"The Pegasus I Mobility Enhancer, known in some circles as a ""ladder"", is a state-of-the-art vertical mobility device, allowing your intrepid crew to scamper around the exterior of your ship like highly caffeinated rodents.",spaceExploration,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,groundLight1,Work Lamp (Small),Jebediah Kerman's Junkyard and Spacecraft Parts Co,Deploying sensitive science equipment or effecting repairs during a long Munar night can lead to damage of sensitive and expensive equipment.\n\nUse this heavy duty part to shed some light on the problem!,spaceExploration,Cargo,,,,FALSE,
Squad,groundLight2,Work Lamp (Stand),Jebediah Kerman's Junkyard and Spacecraft Parts Co,"When you're setting up your off-world base, make sure you've scouted it properly with this deployable light stand.",spaceExploration,Cargo,,,,FALSE,
Squad,roverWheel2,RoveMax Model S2,Kerbal Motion LLC,"Seeing an untapped market for a smaller design of rover wheel, Kerbal Motion quickly pounced upon this opportunity with the Model 2 - designed for robotic vehicles or smaller crewed vehicles.",spaceExploration,Ground,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,DeployedCentralStation,Probodobodyne Experiment Control Station,Probodobodyne Inc,"The Probodobodyne Experiment Control Station coordinates and controls both power and data from nearby deployed parts, and coordinates sending it back to Kerbin.\n\nBe sure to use one, if you want to generate any useful data.\n\nCan be left to gather data over long periods of time, as the loneliness circuits were disabled during testing. <color=orange>Needs a deployed power unit to operate.</color>",spaceExploration,Cargo,,,,FALSE,
StationPartsExpansionRedux,sspx-airlock-125-1,SCATTER-1 Service Airlock,Kerbalmax Industries,"After several incidents where unsuspecting Kerbalnauts unwittingly vented entire Hitchhiker pods to vacuum, engineers at Kerbalmax devised the Self-Contained Air Transport Tube for Excursion Rehearsal, which solves the problem by putting a second door between crew and space. It has seen limited uptake.",spaceExploration,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-habitation-125-1,PAS-5 'Sunrise' Habitation Module,Kerbalmax Industries,"This tiny habitation module has enough living space for a pair of Kerbals. It's not much, but it helps!",spaceExploration,Utility,Small,1.25,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-utility-125-1,PAS-6 'Star' Utility Module,Kerbalmax Industries,This crewed utility module has enough space for the station engineer to poke his head in every once in a while and hope things aren't going *too* wrong. Stores a goodly amount of electricity and RCS fuel to help stations get through those lean times.,spaceExploration,Utility,Small,1.25,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-habitation-1875-1,PMA-5 'Dawn' Habitation Module,Kerbalmax Industries,"This large habitation module is a great addition to any station that needs to store kerbals for various uses. Contains airlock, eating and habitation facilities. Oh, and some weird mould.",spaceExploration,Utility,Medium,1.875,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-habitation-1875-2,PMA-5B 'Evening' Habitation Module,Kerbalmax Industries,The squat nature of this module means that it cannot incorporate an airlock but it is still a comfy home for many kerbals.,spaceExploration,Utility,Medium,1.875,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-science-1875-1,PMA-4 'Nature' Science Lab,Kerbalmax Industries,"Studying things on orbit can lead to exciting discoveries, like what that mould exactly is and where it came from.",spaceExploration,Science,Medium,1.875,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-utility-1875-1,PMA-3 'Spectra' Utility Module,Kerbalmax Industries,The Spectra is a useful service module for medium stations. It boasts some fuel and electrical storage as well as space for a couple crewmembers to stoke the boilers.,spaceExploration,Utility,Medium,1.875,bulkheadProfiles,FALSE,
ReStockPlus,restock-engineplate-25-1,EP-25 Engine Plate,Rokea Inc,"A large plate for holding one or more engines, with included decoupler for anything attached below it.",specializedConstruction,Coupling,Large,2.5,bulkheadProfiles,FALSE,
ReStockPlus,restock-node-1875-1,BZ-78 Radial Attachment Point,Maxo Construction Toys,"Development of a 1.875m docking port never received adequate funding, so management decided to cut their losses and release it unfinished as an attachment point.",specializedConstruction,Structural,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-structural-tube-25-1,TB-25 Structural Tube,Rokea Inc,A large tube for those that wish to store things. Available in many lengths and even finishes!,specializedConstruction,Structural,Large,2.5,bulkheadProfiles,FALSE,
ReStockPlus,restock-node-625-1,BZ-26 Radial Attachment Point Jr.,Maxo Construction Toys,"After the surprise success of the BZ-52, the Maxo Construction Toys engineering team came out of hiding to reveal the new pocket model.",specializedConstruction,Structural,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-truss-adapter-0625-1,Modular Girder Small Adapter,,"Generally, marketing anticipates that by providing a means for small stacks to attach cleanly to standard Modular Girders, demand for the latter will skyrocket.",specializedConstruction,Structural,Tiny,0.625,bulkheadProfiles,FALSE,
Squad,pointyNoseConeB,Advanced Nose Cone - Type B,Goliath National Products,Useful for boosters - the slanted shape is good for leading pressure away from the core stages.,specializedConstruction,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,fairingSize2,AE-FF2 Airstream Protective Shell (2.5m),FLOOYD Dynamics Research Labs,"While the Kerbals at Mission Control were still figuring out how to get their rockets back down to Kerbin safely, the research engineers at FLOOYD were quickly realising that protecting parts on ascent was just as important. Heavy research into two-dimensional-input driven procedural construction was then funded with the hopes of making protective shells for important payloads and interstage areas of the crafts. The protective shells also have the benefit of making the craft more aerodynamic, hopefully saving on precious rocket fuel!",specializedConstruction,Payload,Large,2.5,bulkheadProfiles,FALSE,
Squad,groundAnchor,Stamp-O-Tron Ground Anchor,C7 Aerospace Division,"Occasionally, even the most seasoned of rocket jockey wants to be safely back on the ground, and what better way to securely show your affection for gravity than by clamping yourself to it?\n\nThe Stamp-O-Tron ground anchor provides a secure point to which you can attach other parts with EVA construction, including docking ports if you'd like to park a larger vessel safely.\n\nExpect stocks in C7 Aerospace Division to jump if negative gravity is ever a real thing.",specializedConstruction,Cargo,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,Separator_2,TS-25 Stack Separator,O.M.B. Demolition Enterprises,"The TS-25 is designed for slicing the largest of rockets in twain. Unlike Decouplers, Separators will eject anything connected to themselves. This is good, as it removes the need to worry about which side needs to be pointed away from face. Try to not look at it too much though.",specializedConstruction,Coupling,Large,2.5,bulkheadProfiles,FALSE,
Squad,trussAdapter,Modular Girder Adapter,Maxo Construction Toys,This piece allows you to attach Modular Girder parts to standard 1.25m attachment points.,specializedConstruction,Structural,Small,1.25,bulkheadProfiles,FALSE,
Squad,dockingPort2,Clamp-O-Tron Docking Port,,"Invented after a peaceful protest against the lack of spacecraft attachment systems turned violent, the Clamp-O-Tron Docking Port allows for the firm attachment of two separate vessels. After docking, vessels can be just as easily undocked.",specializedConstruction,Coupling,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,flagPartSize2,RFP-2 Flag (2.5m),Rokea Inc,"A large flag that can be applied to size 2 tanks and other parts with the same curvature to show pride in your mission. Or use a different mission flag, if you really want to go that way.",specializedConstruction,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,stackPoint1,BZ-52 Radial Attachment Point,Found behind the Clamp-O-Tron factory,"Originally a defective Clamp-O-Tron docking port, engineers soon discovered it had great potential as a structural element.",specializedConstruction,Structural,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,stackBiCoupler_v2,TVR-200 Stack Bi-Coupler,O.M.B. Demolition Enterprises,The TVR-200 Stack Bi-Coupler is a simple method for splitting one rocket into two - WITHOUT the disastrous consequences of doing it the normal (explosive) way.,specializedConstruction,Structural,Small,1.25,bulkheadProfiles,FALSE,
Squad,pointyNoseConeB,Advanced Nose Cone - Type B,Goliath National Products,Useful for boosters - the slanted shape is good for leading pressure away from the core stages.,specializedConstruction,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,stackSeparator,TR-18D Stack Separator,O.M.B. Demolition Enterprises,"Unlike Decouplers, Separators jettison everything attached to them. This new technology was very well received by rocket engineers everywhere. Not bad for something that started out as a failure for a controlled explosive bolt prototype.",specializedConstruction,none,Small,1.25,bulkheadProfiles,TRUE,category=none
Squad,dockingPort2,Clamp-O-Tron Docking Port,,"Invented after a peaceful protest against the lack of spacecraft attachment systems turned violent, the Clamp-O-Tron Docking Port allows for the firm attachment of two separate vessels. After docking, vessels can be just as easily undocked.",specializedConstruction,Coupling,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,stackBiCoupler,TVR-200 Stack Bi-Coupler,O.M.B. Demolition Enterprises,The TVR-200 Stack Bi-Coupler is a simple method for splitting one rocket into two - WITHOUT the disastrous consequences of doing it the normal (explosive) way.,specializedConstruction,none,Small,1.25,bulkheadProfiles,TRUE,category=none
SquadExpansion,EnginePlate2,EP-25 Engine Plate,Rokea Inc,Inspired by an upside down birthday cake. Now with added shrouds for windy days. This engine plate provides the best value for funds.,specializedConstruction,Coupling,Large,2.5,bulkheadProfiles,FALSE,
SquadExpansion,Tube2,T-25 Structural Tube,Rokea Inc,What is a fuel tank without the internal tank? Just a shell.,specializedConstruction,Structural,Large,2.5,bulkheadProfiles,FALSE,
SquadExpansion,lGripPad,GP-156 Grip Pad,Dinkelstein Kerman's Construction Emporium,A large size non-slip pad so that you don't slip off the back of your mech-bot as you stomp across KSC in search of science! Comes in two form factors and three grip levels.,specializedConstruction,Structural,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,lGripStrip,GPS-156 Grip Strip,Dinkelstein Kerman's Construction Emporium,"A large non-slip strip, giving unparalleled traction for all your non-slip needs.",specializedConstruction,Structural,Radial,,attachRules/bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-cargo-125-1,PAS-C Storage Module,Kerbalmax Industries,"On-orbit storage outside a station has some uses, like keeping ice cream nice and cool. This module obliges, with sliding doors and a generous stowage area.",specializedConstruction,Payload,Small,1.25,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-docking-125-1,Telescopic Clamp-O-Tron Docking Module,Kerbalmax Industries,This docking connector has an integrated geared housing that allows it to extend outwards. Fully compatible with Clamp-O-Tron standard docking ports.,specializedConstruction,Coupling,Small,1.25,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-adapter-125-25-1,PPD-PAS Flat Adapter,Kerbalmax Industries,"A useful decorative module, this adapter is perfect for hiding that ugly gold insulation foil. Who needs that foil, eh?",specializedConstruction,Structural,Large,2.5,bulkheadProfiles,FALSE,
